16
>> Train dataset :  data/KsponSpeech/KsponSpeech_train.json
>> Test dataset :  ['data/KsponSpeech/KsponSpeech_eval_clean.json']
Seq2Seq(
  (encoder): EncoderRNN(
    (conv): MaskConv(
      (seq_module): Sequential(
        (0): Conv2d(1, 32, kernel_size=(41, 11), stride=(2, 2), padding=(20, 5))
        (1): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
        (2): Hardtanh(min_val=0, max_val=20, inplace=True)
        (3): Conv2d(32, 32, kernel_size=(21, 11), stride=(2, 1), padding=(10, 5))
        (4): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
        (5): Hardtanh(min_val=0, max_val=20, inplace=True)
      )
    )
    (rnn): LSTM(1312, 512, num_layers=3, dropout=0.3, bidirectional=True)
  )
  (decoder): DecoderRNN(
    (rnn): LSTM(1536, 512, num_layers=2, batch_first=True, dropout=0.3)
    (embedding): Embedding(2003, 512)
    (input_dropout): Dropout(p=0.3, inplace=False)
    (attention): Attention(
      (conv): Conv1d(1, 512, kernel_size=(3,), stride=(1,), padding=(1,))
      (W): Linear(in_features=512, out_features=512, bias=False)
      (V): Linear(in_features=1024, out_features=512, bias=False)
      (fc): Linear(in_features=512, out_features=1, bias=True)
      (tanh): Tanh()
      (softmax): Softmax(dim=-1)
    )
    (fc): Linear(in_features=1536, out_features=2003, bias=True)
  )
)
Number of parameters: 31523060
Epoch: [1][1/38750]	Loss 7.6025	Cer 299.5110
Epoch: [1][9033/38750]	Loss 0.8448	Cer 192.6014
Epoch: [1][9034/38750]	Loss 0.8555	Cer 120.8333
Epoch: [1][9035/38750]	Loss 0.5529	Cer 183.6272
Epoch: [1][9036/38750]	Loss 1.1093	Cer 132.2727
Epoch: [1][9037/38750]	Loss 0.9249	Cer 103.5336
Epoch: [1][9038/38750]	Loss 1.3855	Cer 127.1565
Epoch: [1][9039/38750]	Loss 1.0383	Cer 151.6043
Epoch: [1][9040/38750]	Loss 0.7311	Cer 239.5753
Epoch: [1][9041/38750]	Loss 1.0872	Cer 137.5940
Epoch: [1][9042/38750]	Loss 0.5623	Cer 283.1111
Epoch: [1][9043/38750]	Loss 0.5889	Cer 203.5363
Epoch: [1][9044/38750]	Loss 0.8511	Cer 192.5847
Epoch: [1][9045/38750]	Loss 1.1444	Cer 122.2656
Epoch: [1][9046/38750]	Loss 0.9689	Cer 134.2175
Epoch: [1][9047/38750]	Loss 0.8916	Cer 103.6923
Epoch: [1][9048/38750]	Loss 0.8001	Cer 195.0355
Epoch: [1][9049/38750]	Loss 1.1110	Cer 127.7955
Epoch: [1][9050/38750]	Loss 0.6301	Cer 169.8925
Epoch: [1][9051/38750]	Loss 0.5442	Cer 274.2268
Epoch: [1][9052/38750]	Loss 0.8469	Cer 140.9938
Epoch: [1][9053/38750]	Loss 0.4875	Cer 222.7488
Epoch: [1][9054/38750]	Loss 0.7697	Cer 187.5451
Epoch: [1][9055/38750]	Loss 0.8187	Cer 235.2535
Epoch: [1][9056/38750]	Loss 0.8257	Cer 181.5574
Epoch: [1][9057/38750]	Loss 0.7103	Cer 241.7219
Epoch: [1][9058/38750]	Loss 0.7023	Cer 131.1429
Epoch: [1][9059/38750]	Loss 1.1728	Cer 80.2778
Epoch: [1][9060/38750]	Loss 0.4933	Cer 79.2746
Epoch: [1][9061/38750]	Loss 0.5637	Cer 154.8180
Epoch: [1][9062/38750]	Loss 1.1870	Cer 149.7423
Epoch: [1][9063/38750]	Loss 0.7786	Cer 216.9139
Epoch: [1][9064/38750]	Loss 0.9224	Cer 243.4132
Epoch: [1][9065/38750]	Loss 1.1697	Cer 87.5546
Epoch: [1][9066/38750]	Loss 0.7193	Cer 174.5962
Epoch: [1][9067/38750]	Loss 1.3616	Cer 119.0625
Epoch: [1][9068/38750]	Loss 1.0063	Cer 93.8497
Epoch: [1][9069/38750]	Loss 0.8706	Cer 122.9299
Epoch: [1][9070/38750]	Loss 0.6245	Cer 204.0000
Epoch: [1][9071/38750]	Loss 0.8792	Cer 225.6351
Epoch: [1][9072/38750]	Loss 1.0057	Cer 198.1132
Epoch: [1][9073/38750]	Loss 1.1473	Cer 145.8333
Epoch: [1][9074/38750]	Loss 0.6845	Cer 236.5497
Epoch: [1][9075/38750]	Loss 0.6970	Cer 175.3571
Epoch: [1][9076/38750]	Loss 1.0069	Cer 104.8561
Epoch: [1][9077/38750]	Loss 1.1304	Cer 108.2915
Epoch: [1][9078/38750]	Loss 0.7155	Cer 106.4151
Epoch: [1][9079/38750]	Loss 0.9882	Cer 176.6102
Epoch: [1][9080/38750]	Loss 0.6194	Cer 179.0634
Epoch: [1][9081/38750]	Loss 0.7726	Cer 210.6383
Epoch: [1][9082/38750]	Loss 1.2908	Cer 154.9738
Epoch: [1][9083/38750]	Loss 0.6963	Cer 218.5096
Epoch: [1][9084/38750]	Loss 0.7630	Cer 156.1873
Epoch: [1][9085/38750]	Loss 0.9402	Cer 102.7523
Epoch: [1][9086/38750]	Loss 1.1412	Cer 175.4545
Epoch: [1][9087/38750]	Loss 1.2767	Cer 94.6009
Epoch: [1][9088/38750]	Loss 0.9543	Cer 110.9278
Epoch: [1][9089/38750]	Loss 0.7674	Cer 95.1827
Epoch: [1][9090/38750]	Loss 0.8130	Cer 134.0090
Epoch: [1][9091/38750]	Loss 0.8252	Cer 115.6733
Epoch: [1][9092/38750]	Loss 0.5330	Cer 152.9703
Epoch: [1][9093/38750]	Loss 0.9778	Cer 164.0000
Epoch: [1][9094/38750]	Loss 0.7604	Cer 225.0614
Epoch: [1][9095/38750]	Loss 0.6406	Cer 270.5674
Epoch: [1][9096/38750]	Loss 0.8669	Cer 246.2162
Epoch: [1][9097/38750]	Loss 0.7856	Cer 203.4884
Epoch: [1][9098/38750]	Loss 1.1049	Cer 156.7686
Epoch: [1][9099/38750]	Loss 0.9194	Cer 139.3145
Epoch: [1][9100/38750]	Loss 1.1798	Cer 135.1682
Epoch: [1][9101/38750]	Loss 1.3065	Cer 132.9193
Epoch: [1][9102/38750]	Loss 0.8223	Cer 111.8852
Epoch: [1][9103/38750]	Loss 1.3094	Cer 139.8000
Epoch: [1][9104/38750]	Loss 0.8892	Cer 159.7365
Epoch: [1][9105/38750]	Loss 1.0761	Cer 153.9359
Epoch: [1][9106/38750]	Loss 0.7454	Cer 166.0985
Epoch: [1][9107/38750]	Loss 0.9835	Cer 138.3721
Epoch: [1][9108/38750]	Loss 0.6407	Cer 210.6426
Epoch: [1][9109/38750]	Loss 0.7384	Cer 129.0780
Epoch: [1][9110/38750]	Loss 1.0012	Cer 181.0726
Epoch: [1][9111/38750]	Loss 0.9698	Cer 94.8413
Epoch: [1][9112/38750]	Loss 1.1724	Cer 130.3951
Epoch: [1][9113/38750]	Loss 0.7898	Cer 119.9605
Epoch: [1][9114/38750]	Loss 1.0302	Cer 137.6126
Epoch: [1][9115/38750]	Loss 0.6711	Cer 209.8901
Epoch: [1][9116/38750]	Loss 0.8472	Cer 239.2962
Epoch: [1][9117/38750]	Loss 0.9461	Cer 121.7544
Epoch: [1][9118/38750]	Loss 0.9126	Cer 164.0371
Epoch: [1][9119/38750]	Loss 0.8592	Cer 208.4639
Epoch: [1][9120/38750]	Loss 0.9734	Cer 127.5862
Epoch: [1][9121/38750]	Loss 0.8718	Cer 147.6959
Epoch: [1][9122/38750]	Loss 0.6973	Cer 152.8421
Epoch: [1][9123/38750]	Loss 0.9012	Cer 113.5314
Epoch: [1][9124/38750]	Loss 0.9734	Cer 138.1490
Epoch: [1][9125/38750]	Loss 1.2808	Cer 75.8454
Epoch: [1][9126/38750]	Loss 0.5770	Cer 236.4829
Epoch: [1][9127/38750]	Loss 0.5473	Cer 165.6687
Epoch: [1][9128/38750]	Loss 0.9699	Cer 110.3297
Epoch: [1][9129/38750]	Loss 1.0094	Cer 149.6659
Epoch: [1][9130/38750]	Loss 1.0007	Cer 128.7390
Epoch: [1][9131/38750]	Loss 0.8019	Cer 130.0699
Epoch: [1][9132/38750]	Loss 0.9231	Cer 146.8553
Epoch: [1][9133/38750]	Loss 0.5396	Cer 244.8276
Epoch: [1][9134/38750]	Loss 0.8722	Cer 141.5274
Epoch: [1][9135/38750]	Loss 1.0049	Cer 161.4679
Epoch: [1][9136/38750]	Loss 0.6542	Cer 167.1053
Epoch: [1][9137/38750]	Loss 0.5877	Cer 193.1106
Epoch: [1][9138/38750]	Loss 0.9454	Cer 135.3535
Epoch: [1][9139/38750]	Loss 0.7517	Cer 194.1520
Epoch: [1][9140/38750]	Loss 0.6649	Cer 305.5877
Epoch: [1][9141/38750]	Loss 0.5980	Cer 362.1795
Epoch: [1][9142/38750]	Loss 0.7508	Cer 241.2000
Epoch: [1][9143/38750]	Loss 1.0410	Cer 123.9437
Epoch: [1][9144/38750]	Loss 0.9373	Cer 94.1718
Epoch: [1][9145/38750]	Loss 0.5222	Cer 219.4118
Epoch: [1][9146/38750]	Loss 0.9005	Cer 102.4752
Epoch: [1][9147/38750]	Loss 1.3451	Cer 97.6744
Epoch: [1][9148/38750]	Loss 0.9088	Cer 101.1792
Epoch: [1][9149/38750]	Loss 0.8705	Cer 214.8594
Epoch: [1][9150/38750]	Loss 0.8549	Cer 161.7414
Epoch: [1][9151/38750]	Loss 0.6716	Cer 157.0962
Epoch: [1][9152/38750]	Loss 1.1210	Cer 103.3520
Epoch: [1][9153/38750]	Loss 0.9031	Cer 225.0660
Epoch: [1][9154/38750]	Loss 0.6901	Cer 223.9024
Epoch: [1][9155/38750]	Loss 0.7481	Cer 150.1235
Epoch: [1][9156/38750]	Loss 0.8968	Cer 75.2852
Epoch: [1][9157/38750]	Loss 0.6506	Cer 159.8504
Epoch: [1][9158/38750]	Loss 0.6122	Cer 161.8343
Epoch: [1][9159/38750]	Loss 0.7742	Cer 179.6371
Epoch: [1][9160/38750]	Loss 0.8082	Cer 168.3117
Epoch: [1][9161/38750]	Loss 0.4005	Cer 270.9756
Epoch: [1][9162/38750]	Loss 1.0017	Cer 229.9296
Epoch: [1][9163/38750]	Loss 1.0253	Cer 103.6697
Epoch: [1][9164/38750]	Loss 0.9165	Cer 121.5017
Epoch: [1][9165/38750]	Loss 0.5873	Cer 203.9900
Epoch: [1][9166/38750]	Loss 0.5445	Cer 98.2885
Epoch: [1][9167/38750]	Loss 0.8500	Cer 109.0909
Epoch: [1][9168/38750]	Loss 0.7461	Cer 153.8627
Epoch: [1][9169/38750]	Loss 0.6175	Cer 165.0376
Epoch: [1][9170/38750]	Loss 1.2769	Cer 125.9740
Epoch: [1][9171/38750]	Loss 0.6909	Cer 129.7297
Epoch: [1][9172/38750]	Loss 0.7773	Cer 124.7212
Epoch: [1][9173/38750]	Loss 0.9097	Cer 90.4762
Epoch: [1][9174/38750]	Loss 1.2351	Cer 128.4900
Epoch: [1][9175/38750]	Loss 0.9271	Cer 179.5158
Epoch: [1][9176/38750]	Loss 0.5709	Cer 342.9907
Epoch: [1][9177/38750]	Loss 0.7461	Cer 97.9950
Epoch: [1][9178/38750]	Loss 0.4947	Cer 178.7654
Epoch: [1][9179/38750]	Loss 0.8287	Cer 218.9610
Epoch: [1][9180/38750]	Loss 1.1710	Cer 155.2826
Epoch: [1][9181/38750]	Loss 0.7932	Cer 124.0000
Epoch: [1][9182/38750]	Loss 0.7755	Cer 224.7881
Epoch: [1][9183/38750]	Loss 0.8542	Cer 142.3267
Epoch: [1][9184/38750]	Loss 1.0487	Cer 146.9649
Epoch: [1][9185/38750]	Loss 0.7158	Cer 200.5474
Epoch: [1][9186/38750]	Loss 0.7345	Cer 238.6412
Epoch: [1][9187/38750]	Loss 0.8652	Cer 119.7531
Epoch: [1][9188/38750]	Loss 0.4903	Cer 257.8035
Epoch: [1][9189/38750]	Loss 0.7757	Cer 162.3229
Epoch: [1][9190/38750]	Loss 0.8629	Cer 144.6429
Epoch: [1][9191/38750]	Loss 0.9016	Cer 98.5294
Epoch: [1][9192/38750]	Loss 0.9199	Cer 135.0731
Epoch: [1][9193/38750]	Loss 0.8386	Cer 187.7751
Epoch: [1][9194/38750]	Loss 0.8865	Cer 229.2576
Epoch: [1][9195/38750]	Loss 1.4830	Cer 135.3333
Epoch: [1][9196/38750]	Loss 0.7844	Cer 148.4772
Epoch: [1][9197/38750]	Loss 1.0180	Cer 102.0930
Epoch: [1][9198/38750]	Loss 0.8866	Cer 102.8571
Epoch: [1][9199/38750]	Loss 0.8166	Cer 110.2273
Epoch: [1][9200/38750]	Loss 1.1896	Cer 82.1577
Epoch: [1][9201/38750]	Loss 0.5499	Cer 218.2482
Epoch: [1][9202/38750]	Loss 1.1301	Cer 182.8169
Epoch: [1][9203/38750]	Loss 0.7307	Cer 231.5556
Epoch: [1][9204/38750]	Loss 0.8779	Cer 116.4557
Epoch: [1][9205/38750]	Loss 0.8513	Cer 111.2245
Epoch: [1][9206/38750]	Loss 0.6819	Cer 233.4646
Epoch: [1][9207/38750]	Loss 0.8744	Cer 144.9231
Epoch: [1][9208/38750]	Loss 0.4554	Cer 119.9052
Epoch: [1][9209/38750]	Loss 0.6672	Cer 137.6900
Epoch: [1][9210/38750]	Loss 1.1424	Cer 150.3597
Epoch: [1][9211/38750]	Loss 0.9201	Cer 145.3368
Epoch: [1][9212/38750]	Loss 1.2478	Cer 158.3149
Epoch: [1][9213/38750]	Loss 1.2783	Cer 134.7826
Epoch: [1][9214/38750]	Loss 0.8935	Cer 124.4514
Epoch: [1][9215/38750]	Loss 1.1308	Cer 88.6935
Epoch: [1][9216/38750]	Loss 1.4263	Cer 117.9372
Epoch: [1][9217/38750]	Loss 0.6256	Cer 147.2272
Epoch: [1][9218/38750]	Loss 0.4339	Cer 209.0615
Epoch: [1][9219/38750]	Loss 0.5494	Cer 104.1885
Epoch: [1][9220/38750]	Loss 0.9561	Cer 164.8707
Epoch: [1][9221/38750]	Loss 0.5797	Cer 277.5510
Epoch: [1][9222/38750]	Loss 0.8140	Cer 283.9572
Epoch: [1][9223/38750]	Loss 1.1059	Cer 138.5246
Epoch: [1][9224/38750]	Loss 0.7790	Cer 225.2358
Epoch: [1][9225/38750]	Loss 0.5073	Cer 312.1429
Epoch: [1][9226/38750]	Loss 1.0510	Cer 139.4191
Epoch: [1][9227/38750]	Loss 0.9578	Cer 148.6559
Epoch: [1][9228/38750]	Loss 1.1620	Cer 140.0000
Epoch: [1][9229/38750]	Loss 1.1419	Cer 99.5781
Epoch: [1][9230/38750]	Loss 0.9137	Cer 150.9901
Epoch: [1][9231/38750]	Loss 0.5026	Cer 129.2453
Epoch: [1][9232/38750]	Loss 0.9148	Cer 224.5675
Epoch: [1][9233/38750]	Loss 0.9263	Cer 159.0814
Epoch: [1][9234/38750]	Loss 0.8692	Cer 190.8873
Epoch: [1][9235/38750]	Loss 0.9210	Cer 138.9151
Epoch: [1][9236/38750]	Loss 0.9888	Cer 158.2707
Epoch: [1][9237/38750]	Loss 0.8052	Cer 173.0620
Epoch: [1][9238/38750]	Loss 0.7132	Cer 179.0576
Epoch: [1][9239/38750]	Loss 0.8425	Cer 144.4109
Epoch: [1][9240/38750]	Loss 0.8673	Cer 123.4266
Epoch: [1][9241/38750]	Loss 0.8784	Cer 174.1259
Epoch: [1][9242/38750]	Loss 0.6679	Cer 179.5918
Epoch: [1][9243/38750]	Loss 1.1199	Cer 150.0000
Epoch: [1][9244/38750]	Loss 0.5452	Cer 190.9774
Epoch: [1][9245/38750]	Loss 1.3680	Cer 112.7036
Epoch: [1][9246/38750]	Loss 1.1279	Cer 119.2149
Epoch: [1][9247/38750]	Loss 0.5660	Cer 217.8824
Epoch: [1][9248/38750]	Loss 1.0623	Cer 131.2139
Epoch: [1][9249/38750]	Loss 1.0150	Cer 158.3051
Epoch: [1][9250/38750]	Loss 0.8000	Cer 140.4372
Epoch: [1][9251/38750]	Loss 1.1188	Cer 127.5610
Epoch: [1][9252/38750]	Loss 1.5172	Cer 118.8202
Epoch: [1][9253/38750]	Loss 1.1294	Cer 158.6777
Epoch: [1][9254/38750]	Loss 1.0136	Cer 159.2133
Epoch: [1][9255/38750]	Loss 0.7502	Cer 237.9374
Epoch: [1][9256/38750]	Loss 0.9238	Cer 130.7692
Epoch: [1][9257/38750]	Loss 0.6296	Cer 183.1202
Epoch: [1][9258/38750]	Loss 1.0617	Cer 117.5532
Epoch: [1][9259/38750]	Loss 0.6173	Cer 256.0403
Epoch: [1][9260/38750]	Loss 0.5725	Cer 189.0863
Epoch: [1][9261/38750]	Loss 0.9687	Cer 184.0787
Epoch: [1][9262/38750]	Loss 0.8155	Cer 178.4768
Epoch: [1][9263/38750]	Loss 0.7864	Cer 92.3358
Epoch: [1][9264/38750]	Loss 0.9445	Cer 109.6774
Epoch: [1][9265/38750]	Loss 0.6877	Cer 176.9892
Epoch: [1][9266/38750]	Loss 0.5920	Cer 312.6214
Epoch: [1][9267/38750]	Loss 0.6605	Cer 226.5217
Epoch: [1][9268/38750]	Loss 0.6055	Cer 135.6223
Epoch: [1][9269/38750]	Loss 0.8131	Cer 212.0588
Epoch: [1][9270/38750]	Loss 0.9473	Cer 148.4848
Epoch: [1][9271/38750]	Loss 0.8606	Cer 168.4579
Epoch: [1][9272/38750]	Loss 0.5679	Cer 175.8621
Epoch: [1][9273/38750]	Loss 1.0357	Cer 132.5077
Epoch: [1][9274/38750]	Loss 0.7743	Cer 167.7165
Epoch: [1][9275/38750]	Loss 1.0143	Cer 112.0219
Epoch: [1][9276/38750]	Loss 0.7447	Cer 155.3314
Epoch: [1][9277/38750]	Loss 0.7530	Cer 338.2353
Epoch: [1][9278/38750]	Loss 0.7375	Cer 217.7966
Epoch: [1][9279/38750]	Loss 0.7226	Cer 214.2500
Epoch: [1][9280/38750]	Loss 0.8090	Cer 111.6173
Epoch: [1][9281/38750]	Loss 0.9101	Cer 97.9695
Epoch: [1][9282/38750]	Loss 0.9787	Cer 168.7500
Epoch: [1][9283/38750]	Loss 0.9196	Cer 169.3593
Epoch: [1][9284/38750]	Loss 1.1875	Cer 103.1746
Epoch: [1][9285/38750]	Loss 0.5601	Cer 248.1865
Epoch: [1][9286/38750]	Loss 0.5626	Cer 217.2794
Epoch: [1][9287/38750]	Loss 0.6501	Cer 256.4663
Epoch: [1][9288/38750]	Loss 0.9543	Cer 147.9495
Epoch: [1][9289/38750]	Loss 0.8561	Cer 177.0992
Epoch: [1][9290/38750]	Loss 0.9044	Cer 119.4444
Epoch: [1][9291/38750]	Loss 1.1412	Cer 119.4690
Epoch: [1][9292/38750]	Loss 1.0559	Cer 127.3050
Epoch: [1][9293/38750]	Loss 0.8302	Cer 120.3593
Epoch: [1][9294/38750]	Loss 0.6284	Cer 273.5568
Epoch: [1][9295/38750]	Loss 0.7818	Cer 188.1402
Epoch: [1][9296/38750]	Loss 0.8388	Cer 169.7987
Epoch: [1][9297/38750]	Loss 0.9398	Cer 188.4393
Epoch: [1][9298/38750]	Loss 0.4397	Cer 520.4040
Epoch: [1][9299/38750]	Loss 1.0118	Cer 257.2939
Epoch: [1][9300/38750]	Loss 0.7848	Cer 254.7368
Epoch: [1][9301/38750]	Loss 1.0695	Cer 125.8242
Epoch: [1][9302/38750]	Loss 0.6585	Cer 159.6983
Epoch: [1][9303/38750]	Loss 0.7499	Cer 206.2992
Epoch: [1][9304/38750]	Loss 0.9676	Cer 113.5325
Epoch: [1][9305/38750]	Loss 0.8839	Cer 153.1157
Epoch: [1][9306/38750]	Loss 0.7274	Cer 118.9189
Epoch: [1][9307/38750]	Loss 1.1029	Cer 123.8596
Epoch: [1][9308/38750]	Loss 0.9962	Cer 146.3291
Epoch: [1][9309/38750]	Loss 0.6887	Cer 385.8006
Epoch: [1][9310/38750]	Loss 0.7700	Cer 240.4692
Epoch: [1][9311/38750]	Loss 1.1703	Cer 139.0845
Epoch: [1][9312/38750]	Loss 0.5293	Cer 281.1594
Epoch: [1][9313/38750]	Loss 0.9363	Cer 183.1776
Epoch: [1][9314/38750]	Loss 1.1927	Cer 136.4162
Epoch: [1][9315/38750]	Loss 0.8056	Cer 193.4605
Epoch: [1][9316/38750]	Loss 1.1173	Cer 123.3146
Epoch: [1][9317/38750]	Loss 0.5171	Cer 152.9175
Epoch: [1][9318/38750]	Loss 0.6766	Cer 247.5309
Epoch: [1][9319/38750]	Loss 1.0684	Cer 113.5135
Epoch: [1][9320/38750]	Loss 0.7247	Cer 185.9223
Epoch: [1][9321/38750]	Loss 1.2033	Cer 132.0690
Epoch: [1][9322/38750]	Loss 1.2992	Cer 166.5796
Epoch: [1][9323/38750]	Loss 1.1030	Cer 151.5038
Epoch: [1][9324/38750]	Loss 0.6994	Cer 207.8231
Epoch: [1][9325/38750]	Loss 0.7196	Cer 270.1258
Epoch: [1][9326/38750]	Loss 0.8904	Cer 160.8421
Epoch: [1][9327/38750]	Loss 1.1804	Cer 117.0787
Epoch: [1][9328/38750]	Loss 0.5638	Cer 192.4837
Epoch: [1][9329/38750]	Loss 0.8282	Cer 200.8086
Epoch: [1][9330/38750]	Loss 1.2545	Cer 145.2991
Epoch: [1][9331/38750]	Loss 0.4776	Cer 194.5652
Epoch: [1][9332/38750]	Loss 0.6126	Cer 164.5338
Epoch: [1][9333/38750]	Loss 1.1511	Cer 101.7937
Epoch: [1][9334/38750]	Loss 0.6258	Cer 133.6887
Epoch: [1][9335/38750]	Loss 1.0554	Cer 114.6269
Epoch: [1][9336/38750]	Loss 0.9714	Cer 155.2486
Epoch: [1][9337/38750]	Loss 1.0548	Cer 115.1762
Epoch: [1][9338/38750]	Loss 0.5700	Cer 272.6744
Epoch: [1][9339/38750]	Loss 0.5077	Cer 155.6044
Epoch: [1][9340/38750]	Loss 1.1231	Cer 180.3695
Epoch: [1][9341/38750]	Loss 0.4809	Cer 314.4681
Epoch: [1][9342/38750]	Loss 1.1718	Cer 133.7156
Epoch: [1][9343/38750]	Loss 1.1403	Cer 109.6927
Epoch: [1][9344/38750]	Loss 0.5812	Cer 278.9709
Epoch: [1][9345/38750]	Loss 0.8813	Cer 144.7977
Epoch: [1][9346/38750]	Loss 0.7533	Cer 173.1293
Epoch: [1][9347/38750]	Loss 0.6109	Cer 123.4637
Epoch: [1][9348/38750]	Loss 0.7566	Cer 258.0000
Epoch: [1][9349/38750]	Loss 0.8835	Cer 173.8636
Epoch: [1][9350/38750]	Loss 0.9766	Cer 113.7615
Epoch: [1][9351/38750]	Loss 1.1477	Cer 181.4241
Epoch: [1][9352/38750]	Loss 0.8498	Cer 120.3822
Epoch: [1][9353/38750]	Loss 0.7502	Cer 204.7281
Epoch: [1][9354/38750]	Loss 1.0999	Cer 142.2619
Epoch: [1][9355/38750]	Loss 1.0085	Cer 135.3116
Epoch: [1][9356/38750]	Loss 0.6635	Cer 99.2105
Epoch: [1][9357/38750]	Loss 0.5540	Cer 172.9167
Epoch: [1][9358/38750]	Loss 0.8198	Cer 130.5882
Epoch: [1][9359/38750]	Loss 0.9356	Cer 112.1094
Epoch: [1][9360/38750]	Loss 0.5847	Cer 113.9276
Epoch: [1][9361/38750]	Loss 1.2746	Cer 131.6629
Epoch: [1][9362/38750]	Loss 0.5485	Cer 347.6522
Epoch: [1][9363/38750]	Loss 0.6060	Cer 338.1818
Epoch: [1][9364/38750]	Loss 0.9400	Cer 237.5328
Epoch: [1][9365/38750]	Loss 0.9377	Cer 221.1905
Epoch: [1][9366/38750]	Loss 0.9647	Cer 148.7624
Epoch: [1][9367/38750]	Loss 1.0339	Cer 101.2012
Epoch: [1][9368/38750]	Loss 0.8210	Cer 184.7500
Epoch: [1][9369/38750]	Loss 0.8169	Cer 170.9970
Epoch: [1][9370/38750]	Loss 1.0491	Cer 101.6234
Epoch: [1][9371/38750]	Loss 0.9549	Cer 179.5756
Epoch: [1][9372/38750]	Loss 1.1074	Cer 117.5439
Epoch: [1][9373/38750]	Loss 0.9540	Cer 171.4008
Epoch: [1][9374/38750]	Loss 0.5255	Cer 402.4938
Epoch: [1][9375/38750]	Loss 1.2207	Cer 153.8905
Epoch: [1][9376/38750]	Loss 0.9227	Cer 175.1185
Epoch: [1][9377/38750]	Loss 1.0326	Cer 158.2677
Epoch: [1][9378/38750]	Loss 0.9814	Cer 183.5267
Epoch: [1][9379/38750]	Loss 0.7948	Cer 132.4859
Epoch: [1][9380/38750]	Loss 1.0358	Cer 112.6374
Epoch: [1][9381/38750]	Loss 0.5987	Cer 173.4205
Epoch: [1][9382/38750]	Loss 0.7458	Cer 267.7612
Epoch: [1][9383/38750]	Loss 0.8462	Cer 179.0087
Epoch: [1][9384/38750]	Loss 0.7204	Cer 258.3333
Epoch: [1][9385/38750]	Loss 0.9715	Cer 202.1739
Epoch: [1][9386/38750]	Loss 1.0531	Cer 172.7064
Epoch: [1][9387/38750]	Loss 0.9304	Cer 179.3194
Epoch: [1][9388/38750]	Loss 0.8833	Cer 167.1010
Epoch: [1][9389/38750]	Loss 1.3955	Cer 104.0777
Epoch: [1][9390/38750]	Loss 0.5176	Cer 232.5044
Epoch: [1][9391/38750]	Loss 0.8904	Cer 134.7505
Epoch: [1][9392/38750]	Loss 1.0266	Cer 108.6538
Epoch: [1][9393/38750]	Loss 0.6791	Cer 279.2541
Epoch: [1][9394/38750]	Loss 0.6436	Cer 219.6217
Epoch: [1][9395/38750]	Loss 0.8601	Cer 195.6250
Epoch: [1][9396/38750]	Loss 0.5060	Cer 298.6408
Epoch: [1][9397/38750]	Loss 1.0425	Cer 212.8378
Epoch: [1][9398/38750]	Loss 0.9942	Cer 181.3559
Epoch: [1][9399/38750]	Loss 1.0033	Cer 170.0748
Epoch: [1][9400/38750]	Loss 0.8884	Cer 159.3668
Epoch: [1][9401/38750]	Loss 0.7799	Cer 195.9044
Epoch: [1][9402/38750]	Loss 0.8090	Cer 124.1192
Epoch: [1][9403/38750]	Loss 0.9284	Cer 137.8446
Epoch: [1][9404/38750]	Loss 1.1065	Cer 116.1404
Epoch: [1][9405/38750]	Loss 0.9026	Cer 102.3077
Epoch: [1][9406/38750]	Loss 1.1236	Cer 111.1111
Epoch: [1][9407/38750]	Loss 1.2339	Cer 110.8926
Epoch: [1][9408/38750]	Loss 0.8652	Cer 193.8567
Epoch: [1][9409/38750]	Loss 1.0080	Cer 241.5238
Epoch: [1][9410/38750]	Loss 0.8590	Cer 214.4201
Epoch: [1][9411/38750]	Loss 1.0669	Cer 180.6034
Epoch: [1][9412/38750]	Loss 1.0138	Cer 146.4646
Epoch: [1][9413/38750]	Loss 0.7410	Cer 79.6642
Epoch: [1][9414/38750]	Loss 1.2036	Cer 96.4135
Epoch: [1][9415/38750]	Loss 1.0607	Cer 167.0103
Epoch: [1][9416/38750]	Loss 0.8201	Cer 224.6459
Epoch: [1][9417/38750]	Loss 0.4922	Cer 158.4821
Epoch: [1][9418/38750]	Loss 0.8655	Cer 200.9740
Epoch: [1][9419/38750]	Loss 0.6784	Cer 146.6129
Epoch: [1][9420/38750]	Loss 0.6789	Cer 232.1970
Epoch: [1][9421/38750]	Loss 0.9960	Cer 192.8571
Epoch: [1][9422/38750]	Loss 0.9358	Cer 156.3725
Epoch: [1][9423/38750]	Loss 0.6409	Cer 250.4043
Epoch: [1][9424/38750]	Loss 0.9540	Cer 175.4513
Epoch: [1][9425/38750]	Loss 0.6948	Cer 122.0751
Epoch: [1][9426/38750]	Loss 0.4699	Cer 185.5769
Epoch: [1][9427/38750]	Loss 0.9627	Cer 130.3571
Epoch: [1][9428/38750]	Loss 1.0954	Cer 111.9266
Epoch: [1][9429/38750]	Loss 1.3694	Cer 99.6276
Epoch: [1][9430/38750]	Loss 0.9378	Cer 160.8466
Epoch: [1][9431/38750]	Loss 1.0195	Cer 132.0000
Epoch: [1][9432/38750]	Loss 0.5443	Cer 286.0000
Epoch: [1][9433/38750]	Loss 0.5355	Cer 269.0418
